CG	n_tissue
cg14258154	2
cg07395804	76
cg10094210	3
cg10541053	8
cg25185405	1
cg24141115	1
cg01396580	1
cg08897924	1
cg16965475	1
cg19776520	1
cg04407474	1
cg16136434	1
cg08613513	1
cg07347137	1
cg26251270	2
cg11279444	1
cg12691620	1
cg02079931	1
cg02996142	1
cg24577420	1
cg04995860	1
cg05307819	1
cg00814357	5
cg11957884	82
cg08736216	1
cg14039246	3
cg15986841	190
cg12060472	1
cg06600287	17
cg02086307	1
cg24543286	1
cg20290145	14
cg00738178	1
cg17814615	11
cg04875084	1
cg01394819	2
cg12689055	1
cg04142017	3
cg25762078	1
cg24497686	2
cg07793724	1
cg13430225	1
cg06525453	2
cg01100796	1
cg10321208	1
cg11411929	3
cg18147584	3
cg02590060	1
cg07249409	1
cg16311685	5
cg11841758	1
cg16145137	1
cg11841288	2
cg07955424	9
cg23824845	66
cg16252727	1
cg06830268	1
cg01515427	3
cg10379418	1
cg24547359	1
cg21812476	1
cg19857925	5
cg20148127	18
cg09991173	6
cg27397757	1
cg21142398	1
cg00454274	142
cg20275889	7
cg17002138	10
cg01902939	1
cg05821046	1
cg23780947	1
cg12579676	1
cg13262752	2
cg20932440	1
cg12417372	9
cg22015030	1
cg14169160	1
cg19400876	2
cg05690088	1
cg25741118	4
cg19088859	1
cg27428660	1
cg04121115	1
cg04863508	1
cg20793071	1
cg03586803	1
cg11757945	1
cg17147589	1
cg10527784	1
cg24087235	1
cg21159128	2
cg24672056	1
cg00838829	1
cg05461140	1
cg00172603	1
cg08641990	11
cg10761558	9
cg09417011	6
cg17896129	1
cg16053142	1
cg13055374	1
cg06907033	1
cg19756821	1
cg02922280	1
cg18755543	1
cg06529453	2
cg14971544	12
cg01517571	3
cg10380762	1
cg22041988	1
cg03961984	1
cg22389964	4
cg19022697	1
cg17457014	1
cg02935904	1
cg01398941	1
cg25011368	1
cg13067194	3
cg23049307	1
cg17901584	1
cg02008416	1
cg07192718	1
cg01189112	1
cg27058889	3
cg00291837	2
cg22029640	34
cg25957967	1
cg18864358	2
cg05964000	19
cg15949924	1
cg03317618	1
cg13580862	4
cg15200009	2
cg23442217	14
cg06176815	1
cg10392572	5
cg25286579	1
cg03598074	24
cg25030049	3
cg25764120	9
cg24047044	35
cg22163011	2
cg04858396	2
cg19241927	3
cg19679543	7
cg00402554	11
cg14377849	3
cg20161095	77
cg03724279	9
cg09233658	5
cg03853586	2
cg10132010	19
cg02086690	14
cg19825277	2
cg18090390	3
cg26248114	2
cg03655395	6
cg12180551	1
cg10500503	1
cg22396959	2
cg17902947	1
cg19601745	1
cg26052885	18
cg24496745	5
cg16347256	33
cg06957848	2
cg17011134	2
cg06537801	1
cg23844013	3
cg01421140	14
cg13474897	9
cg11951010	1
cg23691223	1
cg01074356	5
cg03384825	7
cg19717595	13
cg20272619	2
cg17461600	5
cg01770707	2
cg00026909	4
cg23710611	2
cg22525715	20
cg13691257	34
cg19238448	23
cg18642361	5
cg09509503	29
cg15553814	3
cg17448028	4
cg10759272	2
cg20160351	10
cg17502213	9
cg26345888	1
cg15898414	2
cg01100068	1
cg19810723	7
cg05309877	1
cg01747796	3
cg04863005	1
cg27398499	2
ch.1.1697717F	1
cg03768925	1
cg02515103	1
cg25625233	4
cg13432945	5
cg10895022	1
cg16645584	1
cg00543485	1
cg07018071	1
cg15096815	1
cg21749312	2
cg24059741	4
cg26456528	1
cg17826530	2
cg25916796	1
cg08930741	1
cg21425749	2
cg26257548	1
cg16264035	1
cg07810476	1
cg23723410	1
cg19526130	5
cg13932364	1
cg23670353	1
cg14279345	30
cg11157185	6
cg19746186	1
cg10220544	5
cg19773937	6
cg03897136	1
cg07836257	5
cg18348836	3
cg20935542	1
cg15628917	1
cg11231291	3
cg00914726	2
cg20740434	1
cg17102648	7
cg03149128	2
cg15545624	3
cg17042098	1
cg06510397	1
cg04093972	2
cg24430419	1
cg13883696	1
cg26013992	1
cg25369553	127
cg22803724	2
cg23996948	1
cg21681549	1
cg17245735	1
cg14613960	1
cg21414842	67
cg14093103	1
cg15546227	1
cg10628205	1
cg12079303	2
cg08037935	1
cg13980007	2
cg19747357	1
cg12126901	1
cg25001190	2
cg00560072	5
cg17513460	38
cg01550545	3
cg13396152	12
cg08035234	2
cg17502594	9
cg24883600	1
cg22395671	1
cg10445048	1
cg12128740	5
cg24442766	71
cg08714311	9
cg07898887	7
cg18591186	15
cg05230511	2
ch.1.1767330R	4
cg14254748	191
cg11146821	1
cg11084571	4
cg09353705	1
cg20164068	4
cg10950050	1
cg19704074	1
cg02218214	7
cg16369786	1
cg11960592	2
cg19896129	1
cg25613600	1
cg22683036	2
cg06366791	2
cg19621411	1
cg16724481	65
cg18384460	8
cg23620340	1
cg24848594	4
cg07146535	6
cg10626744	11
cg12690148	1
cg00347677	1
cg02595809	1
cg22815110	3
cg06198384	2
cg25286536	1
cg23623386	1
cg02426376	14
cg21695661	5
cg25145039	13
cg09809806	1
cg01763236	9
cg18289580	1
cg20994490	1
cg12748849	1
cg17903549	2
cg21501001	1
cg22624827	1
cg24370698	8
cg24585453	6
cg05270688	1
cg04104489	5
cg20252015	1
cg17328839	1
cg22046201	1
cg24082630	1
cg10881514	1
cg18092314	5
cg17298776	1
cg22696652	1
cg26022389	46
cg25196611	1
cg13942627	135
cg06743782	28
cg07203817	8
cg07969497	1
cg08634298	52
cg24052817	18
cg19267457	3
cg00463746	14
cg21850722	11
cg15082292	1
cg03041650	1
cg19248395	4
cg05371908	3
cg19745637	1
cg03062196	18
cg26262482	1
cg26224018	20
cg00825690	2
cg17181043	4
cg12299795	3
cg21912203	2
cg04400131	12
cg15138712	1
cg10381153	1
cg24735226	1
cg11746396	8
cg04834966	1
cg25363192	53
cg26880963	2
cg10815400	1
cg20804280	1
cg01002030	2
cg10378032	22
cg23818351	18
cg10873475	1
cg18052443	2
cg05598969	1
cg07453451	8
cg06748470	1
cg10578696	1
cg05968270	1
cg15620028	1
cg20301308	1
cg04924028	3
cg01523799	1
cg10142878	4
cg27451550	1
cg09864858	1
cg06661924	6
cg21942430	4
cg18324123	1
cg20960392	1
cg23983726	1
cg04993276	1
cg09082287	1
cg07027116	1
cg18271025	1
cg21683284	1
cg07921092	4
cg25307371	2
cg23055818	14
cg16987305	1
cg04111102	1
cg19754554	3
cg00046625	1
cg08716655	1
cg02995493	1
cg03435439	4
cg16399300	68
cg03442467	1
cg14610403	1
cg12270633	16
cg20812318	10
cg02459107	1
cg11824639	1
cg15026099	33
cg10625686	2
cg09672765	2
cg02120470	35
cg09585255	1
cg08660285	5
cg19315942	1
cg25408008	52
cg22817271	1
cg22875643	1
cg04717579	2
cg04880992	5
cg23015917	155
cg13986884	7
cg09861436	1
cg19766609	4
cg21115004	1
cg06794441	6
cg07842386	3
cg27168493	4
cg00993824	1
cg01356829	1
cg06952660	1
cg07192622	1
cg20253742	5
cg09018107	11
cg14849855	2
cg24145272	9
cg11697983	2
cg10832107	2
cg26804772	12
cg23723105	1
cg07373957	64
cg04718306	1
cg26110064	9
cg03143457	17
cg04849985	7
cg00147943	1
cg03991309	49
cg16693012	2
cg26678852	1
cg10178795	3
cg23251970	2
cg13184736	1
cg25407736	99
cg03140521	1
cg11650925	1
cg02281505	8
cg27545611	1
cg13208159	1
cg14981960	10
cg10508217	1
cg20611882	1
cg19246266	2
cg04447890	1
cg26255447	1
cg16165575	4
cg27173965	2
cg06721956	47
cg27516652	12
cg11724759	4
cg05269258	1
cg05797363	1
cg09113768	1
cg06436573	1
cg25471593	1
cg12658930	10
ch.1.69469992R	1
cg09167553	7
cg23624008	1
cg13448816	1
cg22025849	1
cg13057857	7
cg14424049	2
cg00338801	1
cg22812684	1
cg22076941	3
cg04348023	14
cg26410632	30
cg22533281	7
cg22686043	47
cg14981573	1
cg22718189	1
cg22390894	1
cg25893869	6
cg12435854	34
cg03990478	27
cg09735905	1
cg05767561	1
cg13244522	2
cg14988482	1
cg11800714	31
cg26802294	1
cg10497720	1
cg12603671	40
cg16823292	36
cg23647191	1
cg14963735	2
cg06937997	1
cg10203943	1
cg04099660	1
cg06567342	3
cg06418412	1
cg07172793	1
cg14989977	2
cg21474774	17
cg15553840	7
cg24934011	3
cg10228307	1
cg26153364	1
cg24437625	7
cg24311236	12
cg20141733	34
cg10125428	70
cg22708339	32
cg06853489	2
cg00145915	10
cg04835163	1
cg17589384	2
cg11579905	10
cg18854765	1
cg04285710	5
cg21273112	62
cg11248166	10
cg19634242	6
cg27268184	9
cg03035538	3
cg09365529	1
cg21535942	1
cg17719053	1
cg07833083	57
cg12303627	22
cg23589587	33
cg03445694	1
cg08146483	3
cg01540595	1
cg00325531	2
cg05449257	1
cg23845450	1
cg10237044	1
cg11842415	1
cg23166389	1
cg14035231	2
cg11838876	3
cg04972669	38
cg26940178	44
cg07923233	1
cg27547954	7
cg00361992	2
cg07381464	4
cg21081832	1
cg11529807	1
cg03433033	1
cg15685604	3
cg22392558	2
cg11985680	2
cg18376306	6
cg08909961	9
cg17041296	21
cg06346335	3
cg00534240	2
cg18877763	11
cg11963676	1
cg12601757	1
cg25312440	24
cg09867656	4
cg25339815	6
cg04841837	3
cg17517997	1
cg24580071	2
cg10241563	32
cg08869722	22
cg07163168	2
cg13434669	2
cg17325792	39
cg12702354	2
cg19748436	12
cg06446432	12
cg14828370	24
cg13463054	1
cg09511846	6
cg15100100	3
cg27519691	1
cg25272065	3
cg03761543	14
cg21604970	1
cg02162421	2
cg16752778	1
cg17181543	2
cg17484154	1
cg05347985	39
cg22600394	2
cg24762437	1
cg04718055	1
cg11423991	1
cg17284634	12
cg22940268	73
cg23855566	3
cg03726819	3
cg04409420	3
cg03737629	29
cg12604058	1
cg03000585	17
cg24359358	3
cg17733084	7
cg03742620	3
cg16694524	2
cg01014287	1
cg08228724	1
cg08707063	1
cg05340255	1
cg25288420	1
cg24719487	1
cg22559013	1
cg16584604	30
cg09685982	2
cg19403909	4
cg00458211	6
cg07107453	1
cg17415326	150
cg17095278	6
cg01402735	3
cg09115009	14
cg26518660	7
cg22230581	6
cg24683910	12
cg22624907	9
cg10052951	2
cg11832870	7
cg17011453	52
cg17879133	3
cg21609706	3
cg01913577	115
cg04099803	2
cg17426166	1
cg17130745	67
cg15997518	33
cg03113045	4
cg23893406	74
cg20813518	45
cg24256191	45
cg07910552	18
cg06822690	6
cg26542856	8
cg18203280	24
cg16258569	3
cg10992267	1
cg04226724	5
cg05125795	8
cg17870792	1
cg07104652	2
cg21783729	3
cg02243785	1
cg14562832	1
cg20863963	1
cg04789392	1
cg10388307	35
cg09892671	1
cg27586243	2
cg11819369	26
cg10061129	7
cg18411040	83
cg24859986	16
cg04835553	20
cg02483449	1
cg19602485	1
cg03959147	2
cg15028282	2
cg04407776	3
cg03980824	2
cg13060531	5
cg06444730	13
cg06628693	1
cg15704369	1
cg23052793	1
cg11555919	1
cg23694882	43
cg19869443	1
cg23086720	2
cg20466954	4
cg03854346	3
cg17587492	2
cg24868292	3
cg25303436	12
cg17852442	1
cg00810495	1
cg00357368	1
cg23054925	3
cg26188784	1
cg18132611	2
cg01935060	1
cg07996992	1
cg16133940	1
cg12100018	1
cg22034432	1
cg15876968	1
cg04248396	1
cg04132851	1
cg11655486	1
cg23238790	2
cg03749697	9
cg17476285	3
cg15575875	2
cg02080857	1
cg01482958	1
cg07553626	5
cg13554207	1
cg25375340	1
cg07478468	2
cg02621376	1
cg11262906	8
cg24535650	28
cg10515956	1
cg17754945	17
cg21147310	1
cg09755594	36
cg11210092	2
cg12076664	1
cg19692149	16
cg27558693	1
cg16523078	94
cg17737388	3
cg03848145	1
cg19729188	16
cg16596317	2
cg01550348	12
cg11420771	5
cg20431191	1
cg14985076	1
cg06363275	1
cg06983715	1
cg16399910	1
cg10593400	5
cg05395648	1
cg25720697	2
cg11750851	2
cg08908002	148
cg04401603	1
cg00021933	1
cg00466121	1
cg22481427	1
cg00734567	1
cg23216685	4
cg18018694	2
cg07247409	9
cg26831811	1
cg08549810	2
cg15833339	2
cg09788390	6
cg09931724	1
cg09785991	2
cg00994394	1
cg07232063	2
cg04896168	5
cg26692818	1
cg18172823	3
cg23588844	4
cg20461704	15
cg12550767	3
cg26823989	1
cg17455591	1
cg07798595	4
cg20204634	1
cg17600680	1
cg20485042	1
cg13784611	1
cg15900052	4
cg17907457	5
cg11155579	1
cg07959138	1
cg18153957	1
cg04246763	1
cg03981685	1
cg03434085	2
cg11969144	1
cg01393939	1
cg24394990	19
cg20633321	1
cg10912077	1
cg15575982	1
cg01023053	1
cg15648207	5
cg10574861	3
cg06533700	1
cg13390059	124
cg16998564	3
cg23036668	5
cg20300776	2
cg00958100	2
cg02664812	2
cg25033393	12
cg05657581	1
cg04122329	1
cg02558133	1
cg25140444	10
cg13109106	1
cg05306856	6
cg13868361	12
cg10430205	12
cg26264580	8
cg07184887	7
cg09804944	14
cg09675001	80
cg02107173	9
cg10438034	5
cg12404745	14
cg16529307	1
cg18879646	1
cg17265729	1
cg09818397	1
cg21401794	3
cg26669876	1
cg15027190	6
cg13682345	51
cg09414627	2
cg08655788	1
cg03145924	2
cg12857520	109
cg01167323	2
cg15100945	2
cg26783856	2
cg17971168	2
cg17718703	9
cg01965380	45
cg10208609	29
cg00389081	2
cg19741408	1
cg24873842	1
cg09804647	4
cg27511630	1
cg18798487	52
cg10062141	1
cg12053462	4
cg04567738	2
cg03714573	4
cg20329084	3
cg13939859	2
cg01921432	2
cg25026529	14
cg24884703	1
cg26072058	2
cg00910518	1
cg04676771	2
cg26332310	2
cg00010742	70
cg14795752	1
cg13456504	1
cg00000165	5
cg04929932	1
cg17170758	7
cg27523527	29
cg17443359	1
cg10521153	1
cg09257488	1
cg00371239	5
cg19769850	3
cg17405031	18
cg20805961	26
cg05393424	11
cg12525822	2
cg12463053	1
cg17170872	1
cg02922577	1
cg10890233	3
cg05382305	2
cg25188594	2
cg27594756	3
cg13599025	1
cg18127191	1
cg11799283	2
cg23674647	1
cg15207618	1
cg12403142	1
cg04510459	2
cg24006770	2
cg07922843	1
cg12268531	2
cg23721586	3
cg26659853	19
cg00308438	25
cg09838042	1
cg19756345	1
cg07557690	1
cg09250199	27
cg19245011	1
cg26315244	3
cg01347529	2
cg00314240	1
cg25622928	1
cg10096873	14
cg08160231	15
cg21391023	40
cg14259179	4
cg07123132	1
cg02021210	2
cg27449007	2
cg01045423	1
cg11799600	1
cg02100365	1
cg16118549	2
cg08869831	1
cg25015735	1
cg09515098	3
cg22488998	1
cg08664810	2
cg11412935	1
cg23807354	1
cg00697033	1
cg10832495	1
cg26027669	1
cg22628500	1
cg16707062	2
cg16372625	1
cg15394350	1
cg01258522	1
cg16297569	1
cg23624705	1
cg25320328	1
cg07805029	4
cg01766941	2
cg04982834	5
cg24699699	3
cg00519208	6
cg00578174	2
cg08661164	1
cg11676622	1
cg21617625	8
cg22128645	2
cg19402179	4
cg15463775	1
cg05962718	6
cg14474880	1
cg22596895	1
cg24810019	1
cg24658158	1
cg00856177	1
cg12689888	4
cg02421543	1
cg20694648	1
cg13567386	1
cg25611840	1
cg02606566	1
cg00082182	1
cg06176691	2
cg08249608	1
cg07231911	4
cg13095190	4
cg19277516	2
cg04258676	27
cg09869291	2
cg19827167	1
cg02993630	1
cg03327164	2
cg04938255	1
cg17835369	1
cg16398686	1
cg13856647	1
cg16833230	2
cg15589930	1
cg21201500	1
cg22695372	7
cg00519063	2
cg04456036	1
cg18377941	3
cg18800235	1
cg12085314	1
cg09326529	1
cg16298016	1
cg24049050	1
cg07363182	1
cg17906523	1
cg12599850	1
cg06881898	1
cg08639379	17
cg13563867	18
cg23080355	24
cg26660461	1
cg09012411	3
cg20238525	4
cg24699685	17
cg14981637	1
cg04353603	1
ch.1.2348804F	5
cg10992558	1
cg19164761	2
cg24731597	1
cg22045340	1
cg07823585	1
cg16127594	1
cg26619317	1
cg02718725	11
cg27231335	1
cg22227621	2
cg02673114	1
cg07670736	3
cg10115827	1
cg00664023	1
cg07154958	1
cg16611895	4
cg16000017	1
cg17104959	5
cg01206378	3
cg06837778	7
cg16586104	3
cg06878390	3
cg14848409	1
cg26267890	37
cg03900581	20
ch.1.2369485F	1
cg23715030	2
cg03222176	6
cg01445827	10
cg06975914	3
cg03959918	19
cg16350608	2
cg17985656	5
cg04884046	1
cg01566312	90
cg11232368	2
cg07313437	1
cg24682415	1
cg23057232	7
cg24155937	42
cg14072140	81
cg25969802	48
cg06990379	1
cg15991546	8
cg21856005	1
cg06347996	1
cg14378231	1
cg10232198	2
cg04282138	2
cg03208936	1
cg22333214	2
cg26924294	1
cg04763554	4
cg14783814	1
cg21525592	1
cg20062737	1
cg11983196	170
cg07222414	4
cg11403907	1
cg16116512	1
cg11952714	1
cg16232504	1
cg20286094	3
cg22514075	1
cg14991984	8
cg06124224	1
cg20318156	1
cg26527487	4
cg03593336	2
cg03580297	1
cg26164310	1
cg23598604	54
cg19251656	1
cg24603803	1
cg04308687	4
cg20948262	1
cg10772169	1
cg15481227	2
cg01933228	21
cg22353495	1
cg04102586	1
cg20868668	1
cg00825462	1
cg09338170	2
cg14215483	110
cg22872634	38
cg19239571	1
cg10820988	1
cg02161046	1
cg16995524	1
cg09171111	36
cg08480307	59
cg07568665	1
cg26554674	1
cg00165535	1
cg03847230	60
cg19315453	1
cg21216547	17
cg06161752	1
cg23062876	1
cg00248795	1
cg07243700	1
cg04743063	1
cg26661897	3
cg16736054	2
cg14884203	1
cg14421860	1
cg13876809	6
cg25763716	2
cg04295372	1
cg04743650	77
cg27544046	10
cg24593324	1
cg22454770	7
cg00645628	3
cg00903932	1
cg26063904	6
cg00063077	1
cg11748666	2
cg06966277	1
cg09874052	1
cg02065717	4
cg12433831	1
cg07157025	1
cg24159414	2
cg09318721	57
cg15447231	4
cg19930491	9
cg11406453	10
cg03953832	4
cg18757941	3
cg07400091	1
cg10020333	1
cg16589486	10
cg13854219	3
cg06116636	1
cg17856830	1
cg20963003	1
cg14973421	1
cg09078497	65
cg10838809	1
cg18141532	1
cg23053407	1
cg01394944	1
cg16412460	7
cg19274612	7
cg10244364	7
cg02934600	1
cg07133347	6
cg14257396	61
cg02636497	1
cg01939741	14
cg09030212	4
cg07005523	4
cg18200760	1
cg15697822	1
cg03045699	43
cg19088627	19
cg19863563	166
cg05802545	29
cg24343913	15
cg26015416	1
cg24535643	4
cg09896211	14
cg07243548	36
cg12047260	4
cg19413693	3
cg21161367	72
cg25602490	2
cg12619536	1
cg13499923	1
cg18180276	5
ch.1.2554598F	6
cg14662970	1
cg24323958	2
cg23050784	3
cg23962285	2
cg17297328	3
cg25404394	3
cg26252703	14
cg18931398	4
cg01826444	3
cg12483833	1
cg03301801	2
cg11425470	11
cg09117878	2
cg27538385	1
cg08274380	3
cg13434706	1
cg22226592	4
cg06756164	17
cg12222525	1
cg13178487	2
cg10447615	9
cg00372940	7
cg10595344	3
cg14513316	1
cg06527052	1
cg12080882	1
cg23599104	1
cg08031955	1
cg26045220	1
cg21282282	31
cg02896776	1
cg19802774	1
cg21684021	7
cg06804154	1
cg06752594	1
cg18085070	2
cg27339143	1
cg09502502	5
cg24406116	1
cg18974926	1
cg10087399	4
cg09764697	1
cg00683961	4
cg13926338	2
cg02175308	1
cg12648616	11
cg19269201	1
cg04240373	2
cg22357984	1
cg12465704	2
cg04922908	1
cg08708402	3
cg08704217	3
cg09372525	1
cg12589307	1
cg08367326	5
cg19896612	1
cg01178795	1
cg10114625	2
cg26155492	1
cg02902415	21
cg15694127	1
cg17080709	5
cg06772874	1
cg00110769	12
cg11515530	23
cg25105745	1
cg00177290	31
cg25110106	2
cg21644334	1
cg27172145	1
cg13792045	1
cg22247664	1
cg03942855	1
cg22391718	1
cg09167608	1
cg07568430	1
cg24326142	12
cg23089438	2
cg22621745	1
cg02085805	1
cg16269943	6
cg21684179	6
cg20725522	1
cg14230542	1
cg22158073	4
cg08478074	1
cg06809252	1
cg21830222	9
cg05929755	2
cg01016662	2
cg01202526	10
cg05348973	1
cg19866406	2
cg26569469	2
cg24056365	9
cg02666008	1
cg04575263	1
cg18266620	1
cg20311544	1
cg02099053	1
cg25416363	1
cg09845379	2
cg03962463	14
cg24058365	22
cg07389870	1
cg17749509	68
cg03535830	11
cg00410422	12
cg25606969	4
cg13468036	17
cg08535756	1
cg04892651	13
cg00480136	2
cg16773028	1
cg08770506	1
cg06709072	2
cg03257417	5
cg06750832	1
cg07808555	2
cg17516825	4
cg26071016	1
cg18395935	2
cg09235788	5
cg02565878	4
cg25283465	3
cg06351337	5
cg03043417	27
cg17798320	9
cg16692922	9
cg04879281	3
cg16524830	1
cg25028206	2
cg13400003	4
cg16249375	5
cg06173682	3
cg09136695	40
cg07019187	1
cg21220708	9
cg23631538	4
cg06125456	22
cg21527708	1
cg09333723	9
cg09138965	6
cg02815538	3
cg09933345	6
cg26159933	2
cg19518695	13
cg14008098	1
cg09864843	4
cg24550933	1
cg16966139	2
cg26681414	4
cg17144988	18
cg17798659	2
cg20276503	1
cg06441150	123
cg12955127	2
cg07374465	1
cg23068939	6
cg01083093	1
cg05038243	1
cg25674286	2
cg26233373	4
cg24342094	1
cg11794881	1
cg00887511	1
cg11738299	1
cg22728128	105
cg17838705	1
cg09822302	50
cg27414885	6
cg17454942	22
cg23737626	23
cg17711754	3
cg06160682	47
cg21583850	3
cg10635194	1
cg25616829	1
cg15626307	1
cg06565220	9
cg26213873	1
cg00755661	14
cg27312071	1
cg04057053	3
cg11140897	1
cg21454231	1
cg19088141	2
cg14377169	1
cg18144065	3
cg07003563	2
cg21828233	57
cg03417473	8
cg10114555	1
cg11178985	1
cg11688651	1
cg15095622	6
cg16743781	1
cg11835347	1
cg20247781	2
cg26109009	1
cg00342891	8
cg22865470	6
cg16251079	1
cg12551029	1
cg03386556	1
cg23932873	3
cg26091510	1
cg24714913	1
cg18539474	1
cg15975824	3
cg01364129	38
cg23666536	1
cg07355791	12
cg12587818	4
cg03948207	1
cg02066222	1
cg00584416	1
cg11383544	22
cg12486521	1
cg13801402	38
cg24550026	53
cg13063617	8
cg13572289	1
cg26154367	1
cg25136397	1
cg09792343	1
cg18342866	2
cg12406132	1
cg08864035	1
cg01023668	1
cg05946692	1
cg16650099	1
cg08529825	4
cg18283844	1
cg21210650	4
cg11518509	1
cg22020227	69
cg23929036	11
cg09248896	1
cg19908856	1
cg24075096	2
cg07175197	2
cg19304150	1
cg27304110	1
cg23443003	2
cg01974027	1
cg21920775	1
cg00764109	2
cg12728020	1
cg13931292	1
cg07355337	11
cg12051819	89
cg00337821	1
cg24640440	1
cg20932765	1
cg25141894	1
cg14521523	1
cg05590442	1
cg11395799	1
cg13485061	11
cg05499890	6
cg15740508	23
cg18264789	23
cg20334635	1
cg16174301	2
cg22360146	9
cg15097336	1
cg11734289	1
cg07832006	2
cg12813768	11
cg09058542	1
cg27442412	1
cg13174306	1
cg02910494	2
cg01804281	1
cg09008705	2
cg12400457	4
cg04272123	6
cg19675142	2
cg01558040	2
cg01421695	3
cg19940584	5
cg08157638	4
cg14985891	3
cg17903306	1
cg14423702	19
cg26156256	1
cg04559481	6
cg23820103	26
cg27545296	4
cg02030187	1
cg24999518	1
cg17873750	20
cg25010752	2
cg13376244	17
cg22353097	1
cg26678765	1
cg01722868	22
cg01343344	1
cg20694988	1
cg04151062	1
cg17933722	4
cg09580336	1
cg01833417	1
cg04403423	4
cg18026772	164
cg17469276	18
cg08655760	1
cg14837635	1
cg17182302	1
cg23304296	1
cg01775930	1
cg01932843	2
cg26313955	12
cg11160820	7
cg03898845	7
cg17032184	12
cg11855834	1
cg03899315	4
cg21859337	1
cg04140633	1
cg26111265	3
cg24002653	7
cg19601664	1
cg16719404	6
cg10489672	59
cg03016153	6
cg19319928	1
cg11258381	1
cg11221228	3
cg12742796	7
cg16411979	1
cg01920513	1
cg27586065	1
cg19319037	14
cg19811108	1
cg17432313	5
cg16384875	4
cg02614187	1
cg11669671	1
cg19309752	52
cg08936501	2
cg16408593	2
cg04718492	2
cg14658715	17
cg04848349	2
cg11819305	13
cg26055420	1
cg00466488	1
cg15674575	1
cg06707718	4
cg15576859	1
cg23098693	1
cg21419585	1
cg21694591	10
cg04485988	1
cg12719233	2
cg00544032	1
cg12606857	2
cg15080701	2
cg27637895	1
cg11320143	1
cg18185393	1
cg02152120	5
cg00310968	2
cg01105494	1
cg03850057	19
cg16240368	7
cg02862748	1
cg25367912	11
cg17868079	2
cg21295088	2
cg24884142	1
cg26164798	3
cg22378919	118
cg06204711	1
cg06528645	2
cg21301805	1
cg07817024	52
cg01439876	1
cg17147211	2
cg17592360	18
cg13573036	3
cg03127310	12
cg20961014	10
cg21269763	65
cg23249278	1
cg26350977	6
cg19167034	6
cg16025468	1
cg14425252	1
cg02582194	41
cg17939831	2
cg26559808	9
cg06613817	1
cg08055612	1
cg03762535	1
cg13063101	106
cg06625804	40
cg16175792	1
cg06861375	1
cg24680162	1
cg21851530	1
cg00482226	1
cg07477090	3
cg10827253	15
cg26612362	1
cg01768246	2
cg07193534	12
cg19736110	10
cg03852045	1
cg26933147	1
cg07362231	12
cg07794500	1
cg03312332	2
cg25133786	2
cg19716484	1
cg22605682	1
cg00517072	2
cg17952661	6
cg26937808	1
cg15553912	1
cg18879829	1
cg13110034	1
cg03852219	1
cg12418985	1
cg06804431	1
cg03961800	8
cg10823926	4
cg26537883	17
cg19259649	1
cg23995917	1
cg05795157	1
cg01950958	1
cg12595349	1
cg17878204	1
cg01715025	4
cg13674711	1
cg25221984	1
cg05803361	3
cg11576274	2
cg22857957	1
cg21392281	4
cg01562528	7
cg10020892	2
cg08917664	8
cg20779314	17
cg12608682	1
cg03441279	2
cg25004385	211
cg20607293	1
cg12614442	1
cg06988368	1
cg15636040	1
cg16790610	1
cg11423701	11
cg10950358	9
ch.1.145732754R	3
cg25372115	3
cg18024684	11
cg25862444	22
cg24346776	31
cg09270866	2
cg04494789	1
cg00646200	2
cg26681183	1
cg19343566	5
cg23106045	2
cg00776160	1
cg00458210	2
cg22350056	1
cg23343444	1
cg09980622	1
cg21687365	1
cg13377237	1
cg16348820	17
cg21284400	20
cg26412688	1
cg13560904	1
cg26352401	6
cg05228338	74
cg23669159	6
cg01570589	1
cg17327184	1
cg20785674	3
cg02976588	3
cg19353897	2
cg04405926	30
cg00102955	2
cg15324077	1
cg00036599	2
cg04724277	61
cg22047672	1
cg26786623	95
cg04490108	1
cg26549034	1
cg06890909	1
cg08270053	1
cg08246527	1
cg22361493	1
cg26756479	1
cg15654264	93
cg08856268	4
cg23115219	1
cg03818307	1
cg11404129	1
cg03851496	4
cg16559275	8
cg24441324	2
cg04122467	105
cg11784830	1
cg24674754	1
cg24998145	3
cg16431914	1
