ID	gene name	aliases	pubmed count
3133	HLA-E	HLA-6.2|QA1	339
3134	HLA-F	CDA12|HLA-5.4|HLA-CDA12|HLAF	139
3135	HLA-G	MHC-G	956
3140	MR1	HLALS	69
3141	HLCS	HCS	64
3142	HLX	HB24|HLX1	52
3145	HMBS	PBG-D|PBGD|PORC|UPS	141
3146	HMGB1	HMG-1|HMG1|HMG3|SBP-1	1386
3148	HMGB2	HMG2	160
3149	HMGB3	HMG-2a|HMG-4|HMG2A|HMG4	91
3150	HMGN1	HMG14	92
3151	HMGN2	HMG17	101
3155	HMGCL	HL	63
3156	HMGCR	LDLCQ3	229
3157	HMGCS1	HMGCS	62
3158	HMGCS2	-	56
3159	HMGA1	HMG-R|HMGA1A|HMGIY	400
3161	HMMR	CD168|IHABP|RHAMM	152
3162	HMOX1	HMOX1D|HO-1|HSP32|bK286B10	1164
3163	HMOX2	HO-2	123
3164	NR4A1	GFRP1|HMR|N10|NAK-1|NGFIB|NP10|NUR77|TR3	296
3166	HMX1	H6|NKX5-3	15
3167	HMX2	H6L|Nkx5-2	11
3169	FOXA1	HNF3A|TCF3A	333
3170	FOXA2	HNF-3-beta|HNF3B|TCF3B	182
3171	FOXA3	FKHH3|HNF3G|TCF3G	37
3172	HNF4A	FRTS4|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF-14|TCF14	572
3174	HNF4G	NR2A2|NR2A3	30
3175	ONECUT1	HNF-6|HNF6|HNF6A	44
3176	HNMT	HMT|HNMT-S1|HNMT-S2|MRT51	79
3177	SLC29A2	DER12|ENT2|HNP36	54
3178	HNRNPA1	ALS19|ALS20|HNRPA1|HNRPA1L3|IBMPFD3|UP 1|hnRNP A1|hnRNP-A1	508
3181	HNRNPA2B1	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	438
3182	HNRNPAB	ABBP1|HNRPAB	197
3183	HNRNPC	C1|C2|HNRNP|HNRPC|SNRPC	345
3184	HNRNPD	AUF1|AUF1A|HNRPD|P37|hnRNPD0	354
3185	HNRNPF	HNRPF|OK/SW-cl.23|mcs94-1	309
3187	HNRNPH1	HNRPH|HNRPH1|NEDCDS|hnRNPH	332
3188	HNRNPH2	FTP3|HNRPH'|HNRPH2|MRXSB|NRPH2|hnRNPH'	162
3189	HNRNPH3	2H9|HNRPH3	165
3190	HNRNPK	AUKS|CSBP|HNRPK|TUNP	521
3191	HNRNPL	HNRPL|P/OKcl.14|hnRNP-L	301
3192	HNRNPU	DEE54|EIEE54|GRIP120|HNRNPU-AS1|HNRPU|SAF-A|SAFA|U21.1|hnRNP U|pp120	413
3195	TLX1	HOX11|TCL3	48
3196	TLX2	HOX11L1|NCX	21
3198	HOXA1	BSAS|HOX1|HOX1F	116
3199	HOXA2	HOX1K|MCOHI	28
3200	HOXA3	HOX1|HOX1E	41
3201	HOXA4	HOX1|HOX1D	48
3202	HOXA5	HOX1|HOX1.3|HOX1C	117
3203	HOXA6	HOX1|HOX1.2|HOX1B	24
3204	HOXA7	ANTP|HOX1|HOX1.1|HOX1A	54
3205	HOXA9	ABD-B|HOX1|HOX1.7|HOX1G	215
3206	HOXA10	HOX1|HOX1.8|HOX1H|PL	219
3207	HOXA11	HOX1|HOX1I|RUSAT1	93
3208	HPCA	BDR2|DYT2	32
3209	HOXA13	HOX1|HOX1J	97
3211	HOXB1	HCFP3|HOX2|HOX2I|Hox-2.9	47
3212	HOXB2	HOX2|HOX2H|Hox-2.8|K8	54
3213	HOXB3	HOX2|HOX2G|Hox-2.7	43
3214	HOXB4	HOX-2.6|HOX2|HOX2F	67
3215	HOXB5	HHO.C10|HOX2|HOX2A|HU-1|Hox2.1	57
3216	HOXB6	HOX2|HOX2B|HU-2|Hox-2.2	55
3217	HOXB7	HHO.C1|HOX2|HOX2C|Hox-2.3	113
3218	HOXB8	HOX2|HOX2D|Hox-2.4	35
3219	HOXB9	HOX-2.5|HOX2|HOX2E	96
3221	HOXC4	HOX3|HOX3E|cp19	47
3222	HOXC5	CP11|HOX3|HOX3D	23
3223	HOXC6	CP25|HHO.C8|HOX3|HOX3C	59
3224	HOXC8	HOX3|HOX3A	53
3225	HOXC9	HOX3|HOX3B	48
3226	HOXC10	HOX3I	57
3227	HOXC11	HOX3H	34
3228	HOXC12	HOC3F|HOX3|HOX3F	10
3229	HOXC13	ECTD9|HOX3|HOX3G	54
3231	HOXD1	HOX4|HOX4G|Hox-4.7	26
3232	HOXD3	HOX1D|HOX4|HOX4A|Hox-4.1	51
3233	HOXD4	HHO.C13|HOX-5.1|HOX4|HOX4B|Hox-4.2	32
3234	HOXD8	HOX4|HOX4E|HOX5.4	32
3235	HOXD9	HOX4|HOX4C|Hox-4.3|Hox-5.2	48
3236	HOXD10	HOX4|HOX4D|HOX4E|Hox-4.4	72
3237	HOXD11	HOX4|HOX4F	33
3238	HOXD12	HOX4H	28
3239	HOXD13	BDE|BDSD|HOX4I|SPD|SPD1	96
3240	HP	BP|HP2ALPHA2|HPA1S	434
3241	HPCAL1	BDR1|HLP2|VILIP-3	53
3242	HPD	4-HPPD|4HPPD|GLOD3|HPPDASE|PPD	32
3248	HPGD	15-PGDH|PGDH|PGDH1|PHOAR1|SDR36C1	127
3249	HPN	TMPRSS1	73
3250	HPR	A-259H10.2|HP	43
3251	HPRT1	HGPRT|HPRT	239
3257	HPS1	BLOC3S1|HPS	0
3263	HPX	HX	95
3265	HRAS	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	806
3266	ERAS	HRAS2|HRASP	29
3267	AGFG1	HRB|RAB|RIP	95
3268	AGFG2	HRBL|RABR	27
3269	HRH1	H1-R|H1R|HH1R|hisH1	115
3270	HRC	-	26
3273	HRG	HPRG|HRGP|THPH11	103
3274	HRH2	H2R|HH2R	74
3275	PRMT2	HRMT1L1	54
3276	PRMT1	ANM1|HCP1|HRMT1L2|IR1B4	394
3280	HES1	HES-1|HHL|HRY|bHLHb39	202
3281	HSBP1	NPC-A-13	41
3283	HSD3B1	3BETAHSD|HSD3B|HSDB3|HSDB3A|SDR11E1	130
3284	HSD3B2	HSD3B|HSDB|SDR11E2	105
3290	HSD11B1	11-DH|11-beta-HSD1|CORTRD2|HDL|HSD11|HSD11B|HSD11L|SDR26C1	269
3291	HSD11B2	AME|AME1|HSD11K|HSD2|SDR9C3	193
3292	HSD17B1	17-beta-HSD|20-alpha-HSD|E2DH|EDH17B2|EDHB17|HSD17|SDR28C1	156
3293	HSD17B3	EDH17B3|SDR12C2	0
3294	HSD17B2	EDH17B2|HSD17|SDR9C2	86
3295	HSD17B4	DBP|MFE-2|MFP-2|MPF-2|PRLTS1|SDR8C1	170
3297	HSF1	HSTF1	420
3298	HSF2	HSF 2|HSTF 2	77
3299	HSF4	CTM|CTRCT5	55
3300	DNAJB2	CMT2T|DSMA5|HSJ-1|HSJ1|HSPF3	67
3301	DNAJA1	DJ-2|DjA1|HDJ2|HSDJ|HSJ-2|HSJ2|HSPF4|NEDD7|hDJ-2	319
3303	HSPA1A	HEL-S-103|HSP70|HSP70-1|HSP70-1A|HSP70-2|HSP70.1|HSP70.2|HSP70I|HSP72|HSPA1	757
3304	HSPA1B	HSP70-1|HSP70-1B|HSP70-2|HSP70.1|HSP70.2|HSP72|HSPA1|HSX70	330
3305	HSPA1L	HSP70-1L|HSP70-HOM|HSP70T|hum70t	227
3306	HSPA2	HSP70-2|HSP70-3	198
3308	HSPA4	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	871
3309	HSPA5	BIP|GRP78|HEL-S-89n	1026
3310	HSPA6	HSP70B'	192
3312	HSPA8	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	853
3313	HSPA9	CRP40|CSA|EVPLS|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74|SAAN|SIDBA4	462
3315	HSPB1	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	745
3316	HSPB2	HSP27|Hs.78846|LOH11CR1K|MKBP	92
3320	HSP90AA1	EL52|HEL-S-65p|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp103|Hsp89|Hsp90|LAP-2|LAP2	1277
3321	IGSF3	EWI-3|LCDD|V8	28
3326	HSP90AB1	D6S182|HSP84|HSP90B|HSPC2|HSPCB	511
3329	HSPD1	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	644
3336	HSPE1	CPN10|EPF|GROES|HSP10	144
3337	DNAJB1	HSPF1|Hdj1|Hsp40|RSPH16B|Sis1	232
3338	DNAJC4	DANJC4|HSPF2|MCG18	17
3339	HSPG2	HSPG|PLC|PRCAN|SJA|SJS|SJS1	198
3340	NDST1	HSST|MRT46|NST1	41
3344	FOXN2	HTLF	23
3346	HTN1	HIS1	35
3347	HTN3	HIS2|HTN2|HTN5|PB	55
3350	HTR1A	5-HT-1A|5-HT1A|5HT1a|ADRB2RL1|ADRBRL1|G-21|PFMCD	388
3351	HTR1B	5-HT-1B|5-HT-1D-beta|5-HT1B|5-HT1DB|HTR1D2|HTR1DB|S12	211
3352	HTR1D	5-HT1D|HT1DA|HTR1DA|HTRL|RDC4	53
3354	HTR1E	5-HT1E	30
3355	HTR1F	5-HT-1F|5-HT1F|5HT6|HTR1EL|MR77	23
3356	HTR2A	5-HT2A|HTR2	719
3357	HTR2B	5-HT(2B)|5-HT-2B|5-HT2B	90
3358	HTR2C	5-HT1C|5-HT2C|5-HTR2C|5HTR2C|HTR1C	287
3359	HTR3A	5-HT-3|5-HT3A|5-HT3R|5HT3R|HTR3	149
3360	HTR4	5-HT4|5-HT4R	98
3361	HTR5A	5-HT5A	43
3362	HTR6	5-HT6|5-HT6R	86
3363	HTR7	5-HT7	70
3364	HUS1	hHUS1	90
3371	TNC	150-225|DFNA56|GMEM|GP|HXB|JI|TN|TN-C	314
3373	HYAL1	HYAL-1|LUCA1|MPS9|NAT6	81
3375	IAPP	DAP|IAP	351
3376	IARS1	GRIDHH|IARS|ILERS|ILRS|IRS|PRO0785	197
3381	IBSP	BNSP|BSP|BSP-II|SP-II	61
3382	ICA1	ICA69|ICAp69	53
3383	ICAM1	BB2|CD54|P3.58	1311
3384	ICAM2	CD102	77
3385	ICAM3	CD50|CDW50|ICAM-R	97
3386	ICAM4	CD242|LW	52
3394	IRF8	H-ICSBP|ICSBP|ICSBP1|IMD32A|IMD32B|IRF-8	161
3396	MRPL58	DS-1|DS1|ICT1|MRP-L58	57
3397	ID1	ID|bHLHb24	304
3398	ID2	GIG8|ID2A|ID2H|bHLHb26	176
3399	ID3	HEIR-1|bHLHb25	126
3400	ID4	IDB4|bHLHb27	112
3416	IDE	INSULYSIN	0
3417	IDH1	HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD	932
3418	IDH2	D2HGA2|ICD-M|IDH|IDH-2|IDHM|IDP|IDPM|mNADP-IDH	481
3419	IDH3A	RP90	83
3420	IDH3B	RP46	86
3421	IDH3G	H-IDHG	46
3422	IDI1	IPP1|IPPI1	48
3423	IDS	ID2S|MPS2|SIDS	114
3425	IDUA	IDA|MPS1|MPSI	93
3426	CFI	AHUS3|ARMD13|C3BINA|C3b-INA|FI|IF|KAF	135
3428	IFI16	IFNGIP1|PYHIN2	215
3429	IFI27	FAM14D|ISG12|ISG12A|P27	70
3430	IFI35	IFP35	41
3431	SP110	IFI41|IFI75|IPR1|VODI	68
3433	IFIT2	G10P2|GARG-39|IFI-54|IFI-54K|IFI54|IFIT-2|ISG-54|ISG-54 K|ISG-54K|ISG54|P54|cig42	67
3434	IFIT1	C56|G10P1|IFI-56|IFI-56K|IFI56|IFIT-1|IFNAI1|ISG56|P56|RNM561	95
3437	IFIT3	CIG-49|GARG-49|IFI60|IFIT4|IRG2|ISG60|P60|RIG-G|cig41	83
3439	IFNA1	IFL|IFN|IFN-ALPHA|IFN-alphaD|IFNA13|IFNA@|leIF D	366
3440	IFNA2	IFN-alpha-2|IFN-alphaA|IFNA|IFNA2B|leIF A	183
3441	IFNA4	IFN-alpha4a|INFA4	70
3442	IFNA5	IFN-alpha-5|IFN-alphaG|INA5|INFA5|leIF G	71
3443	IFNA6	IFN-alphaK	70
3444	IFNA7	IFN-alphaJ|IFNA-J	64
3445	IFNA8	IFN-alphaB	77
3446	IFNA10	IFN-alphaC	71
3447	IFNA13	-	79
3448	IFNA14	IFN-alphaH|LEIF2H	73
3449	IFNA16	IFN-alpha-16|IFN-alphaO	62
3451	IFNA17	IFN-alphaI|IFNA|INFA|LEIF2C1	75
3452	IFNA21	IFN-alphaI|LeIF F|leIF-F	71
3454	IFNAR1	AVP|IFN-alpha-REC|IFNAR|IFNBR|IFRC|IMD106	195
3455	IFNAR2	IFN-R|IFN-R-2|IFN-alpha-REC|IFNABR|IFNARB|IMD45	135
3456	IFNB1	IFB|IFF|IFN-beta|IFNB	465
3458	IFNG	IFG|IFI|IMD69	2105
3459	IFNGR1	CD119|IFNGR|IMD27A|IMD27B	219
3460	IFNGR2	AF-1|IFGR2|IFNGT1|IMD28	107
3467	IFNW1	-	29
3475	IFRD1	PC4|TIS7	70
3476	IGBP1	ALPHA-4|IBP1|MRXS28|alpha4	91
3479	IGF1	IGF|IGF-I|IGFI|MGF	2032
3480	IGF1R	CD221|IGFIR|IGFR|JTK13	1226
3481	IGF2	C11orf43|GRDF|IGF-II|PP9974|SRS3	730
3482	IGF2R	CD222|CI-M6PR|CIMPR|M6P-R|M6P/IGF2R|MPR 300|MPR1|MPR300|MPRI	297
3483	IGFALS	ACLSD|ALS	67
3484	IGFBP1	AFBP|IBP1|IGF-BP25|PP12|hIGFBP-1	312
3485	IGFBP2	IBP2|IGF-BP53	285
3486	IGFBP3	BP-53|IBP3	745
3487	IGFBP4	BP-4|HT29-IGFBP|IBP4|IGFBP-4	109
3488	IGFBP5	IBP5	190
3489	IGFBP6	IBP6	89
3490	IGFBP7	AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF	184
3491	CCN1	CYR61|GIG1|IGFBP10	313
3492	IGH	IGD1|IGH.1@|IGH@|IGHD@|IGHDY1|IGHJ|IGHJ@|IGHV|IGHV@	141
3508	IGHMBP2	CATF1|CMT2S|HCSA|HMN6|SMARD1|SMUBP2|ZFAND7	69
3512	JCHAIN	IGCJ|IGJ|JCH	55
3516	RBPJ	AOS3|CBF-1|CBF1|IGKJRB|IGKJRB1|KBF2|RBP-J|RBP-J kappa|RBP-JK|RBPJK|RBPSUH|SUH|csl	226
3535	IGL	IGL@|IGLC6	38
3543	IGLL1	14.1|AGM2|CD179b|IGL1|IGL5|IGLJ14.1|IGLL|IGO|IGVPB|VPREB2	38
3547	IGSF1	CHTE|IGCD1|IGDC1|INHBP|PGSF2|p120	34
3549	IHH	BDA1|HHG2	110
3550	IK	CSA2|RED|RER	111
3551	IKBKB	IKK-beta|IKK2|IKKB|IMD15|IMD15A|IMD15B|NFKBIKB	615
3552	IL1A	IL-1 alpha|IL-1A|IL1|IL1-ALPHA|IL1F1	995
3553	IL1B	IL-1|IL1-BETA|IL1F2|IL1beta	3124
3554	IL1R1	CD121A|D2S1473|IL-1R-alpha|IL-1RT1|IL1R|IL1RA|P80	317
3556	IL1RAP	C3orf13|IL-1RAcP|IL1R3	97
3557	IL1RN	DIRA|ICIL-1RA|IL-1RN|IL-1ra|IL-1ra3|IL1F3|IL1RA|IRAP|MVCD4	1037
3558	IL2	IL-2|TCGF|lymphokine	877
3559	IL2RA	CD25|IDDM10|IL2R|IMD41|TCGFR|p55	566
3560	IL2RB	CD122|IL15RB|IMD63|P70-75	171
3561	IL2RG	CD132|CIDX|IL-2RG|IMD4|P64|SCIDX|SCIDX1	147
3562	IL3	IL-3|MCGF|MULTI-CSF	166
3563	IL3RA	CD123|IL-3R-alpha|IL3R|IL3RAY|IL3RX|IL3RY|hIL-3Ra	106
3565	IL4	BCGF-1|BCGF1|BSF-1|BSF1|IL-4	1272
3566	IL4R	CD124|IL-4RA|IL4RA	467
3567	IL5	EDF|IL-5|TRF	248
3568	IL5RA	CD125|CDw125|HSIL5R3|IL5R	0
3569	IL6	BSF-2|BSF2|CDF|HGF|HSF|IFN-beta-2|IFNB2|IL-6	5295
3570	IL6R	CD126|HIES5|IL-1Ra|IL-6R|IL-6R-1|IL-6RA|IL6Q|IL6QTL|IL6RA|IL6RQ|gp80	489
3572	IL6ST	CD130|CDW130|GP130|HIES4|HIES4A|HIES4B|IL-6RB|IMD94|STWS2|sGP130	304
3574	IL7	IL-7	297
3575	IL7R	CD127|CDW127|IL-7R-alpha|IL-7Ralpha|IL7RA|IL7Ralpha|ILRA|IMD104|lnc-IL7R|sIL-7R	332
3576	CXCL8	GCP-1|GCP1|IL8|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1|SCYB8	2442
3577	CXCR1	C-C|C-C-CKR-1|CD128|CD181|CDw128a|CKR-1|CMKAR1|IL8R1|IL8RA|IL8RBA	232
3578	IL9	HP40|IL-9|P40	194
3579	CXCR2	CD182|CDw128b|CMKAR2|IL8R2|IL8RA|IL8RB|WHIMS2	402
3581	IL9R	CD129|IL-9R	59
3586	IL10	CSIF|GVHDS|IL-10|IL10A|TGIF	3426
3587	IL10RA	CD210|CD210a|CDW210A|HIL-10R|IL-10R1|IL10R	154
3588	IL10RB	CDW210B|CRF2-4|CRFB4|D21S58|D21S66|IBD25|IL-10R2|IL-10RB	96
3589	IL11	AGIF|IL-11	203
3590	IL11RA	CRSDA	0
3592	IL12A	CLMF|IL-12A|NFSK|NKSF1|P35	451
3593	IL12B	CLMF|CLMF2|IL-12B|IMD28|IMD29|NKSF|NKSF2	589
3594	IL12RB1	CD212|IL-12R-BETA1|IL12RB|IMD30	123
3595	IL12RB2	-	98
3596	IL13	IL-13|P600	718
3597	IL13RA1	CD213A1|CT19|IL-13Ra|NR4	69
3598	IL13RA2	CD213A2|CT19|IL-13R|IL13BP	110
3600	IL15	IL-15	496
3601	IL15RA	CD215	110
3603	IL16	LCF|NIL16|PRIL16|prIL-16	194
3604	TNFRSF9	4-1BB|CD137|CDw137|ILA|IMD109	154
3605	IL17A	CTLA-8|CTLA8|IL-17|IL-17A|IL17|ILA17	1571
3606	IL18	IGIF|IL-18|IL-1g|IL1F4	0
3607	FOXK2	ILF|ILF-1|ILF1|nGTBP	97
3608	ILF2	NF45|PRO3063	279
3609	ILF3	CBTF|DRBF|DRBP76|MMP4|MPHOSPH4|MPP4|MPP4110|NF-AT-90|NF110|NF110b|NF90|NF90a|NF90b|NF90c|NF90ctv|NFAR|NFAR-1|NFAR-2|NFAR110|NFAR2|NFAR90|TCP110|TCP80	371
3611	ILK	HEL-S-28|ILK-1|ILK-2|P59|p59ILK	366
3612	IMPA1	IMP|IMPA|MRT59	51
3613	IMPA2	-	56
3614	IMPDH1	IMPD|IMPD1|IMPDH-I|LCA11|RP10|sWSS2608	95
3615	IMPDH2	IMPD2|IMPDH-II	229
3617	IMPG1	GP147|IPM150|RP91|SPACR|VMD4	22
3619	INCENP	-	108
3620	IDO1	IDO|IDO-1|INDO	498
3621	ING1	p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a	130
3622	ING2	ING1L|p33ING2	75
3623	INHA	-	175
3624	INHBA	EDF|FRP	306
3625	INHBB	-	131
3626	INHBC	IHBC	33
3627	CXCL10	C7|IFI10|INP10|IP-10|SCYB10|crg-2|gIP-10|mob-1	750
3628	INPP1	-	35
3630	INS	IDDM|IDDM1|IDDM2|ILPR|IRDN|MODY10|PNDM4	990
3631	INPP4A	INPP4|TVAS1	40
3632	INPP5A	5PTASE	30
3633	INPP5B	5PTase	40
3635	INPP5D	SHIP|SHIP-1|SHIP1|SIP-145|hp51CN|p150Ship	161
3636	INPPL1	OPSMD|SHIP2	157
3638	INSIG1	CL6	88
3640	INSL3	RLF|RLNL|ley-I-L	124
3641	INSL4	EPIL|PLACENTIN	18
3642	INSM1	IA-1|IA1	80
3643	INSR	CD220|HHF5	719
3645	INSRR	IRR	33
3646	EIF3E	EIF3-P48|EIF3S6|INT6|eIF3-p46	0
3651	PDX1	GSF|IDX-1|IPF1|IUF1|MODY4|PAGEN1|PDX-1|STF-1	194
3652	IPP	KLHL27	24
3653	IPW	NCRNA00002	10
3654	IRAK1	IRAK|pelle	357
3655	ITGA6	CD49f|ITGA6A|ITGA6B|JEB6|VLA-6	343
3656	IRAK2	IRAK-2	64
3658	IREB2	ACO3|IRE-BP 2|IRE-BP2|IRP2|IRP2AD|NDCAMA	108
3659	IRF1	IRF-1|MAR	381
3660	IRF2	IRF-2	103
3661	IRF3	IIAE7	491
3662	IRF4	LSIRF|MUM1|NF-EM5|SHEP8	246
3663	IRF5	SLEB10	274
3664	IRF6	LPS|OFC6|PIT|PPS|PPS1|VWS|VWS1	192
3665	IRF7	IMD39|IRF-7|IRF-7H|IRF7A|IRF7B|IRF7C|IRF7H	188
3667	IRS1	HIRS-1	641
3669	ISG20	CD25|HEM45	41
3670	ISL1	ISLET1|Isl-1	121
3671	ISLR	HsT17563|Meflin	19
3672	ITGA1	CD49a|VLA1	158
3673	ITGA2	BR|CD49B|GPIa|HPA-5|VLA-2|VLAA2	451
3674	ITGA2B	BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GT1|GTA|HPA3|PPP1R93	432
3675	ITGA3	CD49C|FRP-2|GAP-B3|GAPB3|ILNEB|JEB7|MSK18|VCA-2|VL3A|VLA3a	272
3676	ITGA4	CD49D|IA4	303
3678	ITGA5	CD49e|FNRA|VLA-5|VLA5A	476
3679	ITGA7	-	79
3680	ITGA9	ALPHA-RLC|ITGA4L|RLC	74
3681	ITGAD	ADB2|CD11D	24
3682	ITGAE	CD103|HUMINAE	77
3683	ITGAL	CD11A|LFA-1|LFA1A	210
3684	ITGAM	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	337
3685	ITGAV	CD51|MSK8|VNRA|VTNR	666
3687	ITGAX	CD11C|SLEB6	122
3688	ITGB1	CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB	1417
3689	ITGB2	CD18|LAD|LCAMB|LFA-1|MAC-1|MF17|MFI7	542
3690	ITGB3	BDPLT16|BDPLT2|BDPLT24|CD61|GP3A|GPIIIa|GT|GT2	1197
3691	ITGB4	CD104|GP150|JEB5A|JEB5B	295
3692	EIF6	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	165
3693	ITGB5	-	162
3694	ITGB6	AI1H	136
3695	ITGB7	-	105
3696	ITGB8	-	72
3697	ITIH1	H1P|IATIH|IGHEP1|ITI-HC1|ITIH|SHAP	63
3698	ITIH2	H2P|ITI-HC2|SHAP	63
3699	ITIH3	H3P|ITI-HC3|SHAP	55
3700	ITIH4	GP120|H4P|IHRP|ITI-HC4|ITIHL1|PK-120|PK120	69
3702	ITK	EMT|LPFS1|LYK|PSCTK2	124
3703	STT3A	CDG1WAD|CDG1WAR|ITM1|STT3-A|TMC	126
3704	ITPA	C20orf37|DEE35|HLC14-06-P|ITPase|My049|NTPase|dJ794I6.3	154
3705	ITPK1	ITRPK1	41
3706	ITPKA	IP3-3KA|IP3KA	37
3707	ITPKB	IP3-3KB|IP3K|IP3K-B|IP3KB|PIG37	46
3708	ITPR1	ACV|CLA4|INSP3R1|IP3R|IP3R1|PPP1R94|SCA15|SCA16|SCA29	241
3709	ITPR2	ANHD|CFAP48|INSP3R2|IP3R2	107
3710	ITPR3	CMT1J|IP3R|IP3R3	161
3712	IVD	ACAD2|IVDH	57
3713	IVL	-	76
3714	JAG2	HJ2|LGMDR27|SER2	80
3716	JAK1	AIIDE|JAK1A|JAK1B|JTK3	469
3717	JAK2	JTK10	1735
3718	JAK3	JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK	259
3720	JARID2	DIDDF|JMJ	73
3725	JUN	AP-1|AP1|c-Jun|cJUN|p39	1281
3726	JUNB	AP-1	193
3727	JUND	AP-1	140
3728	JUP	CTNNG|DP3|DPIII|PDGB|PG|PKGB	327
3730	ANOS1	ADMLX|HH1|HHA|KAL|KAL1|KALIG-1|KMS|WFDC19	89
3732	CD82	4F9|C33|GR15|IA4|KAI1|R2|SAR2|ST6|TSPAN27	229
3735	KARS1	CMTRIB|DEAPLE|DFNB89|KARS|KARS2|KRS|LEPID	225
3736	KCNA1	AEMK|EA1|HBK1|HUK1|KV1.1|MBK1|MK1|RBK1	94
3737	KCNA2	DEE32|EIEE32|HBK5|HK4|HUKIV|KV1.2|MK2|NGK1|RBK2	74
3738	KCNA3	HGK5|HLK3|HPCN3|HUKIII|KV1.3|MK3|PCN3	135
3739	KCNA4	HBK4|HK1|HPCN2|HUKII|KCNA4L|KCNA8|KV1.4|MCIDDS|PCN2	57
3741	KCNA5	ATFB7|HCK1|HK2|HPCN1|KV1.5|PCN1	130
3742	KCNA6	HBK2|KV1.6|PPP1R96	17
3743	KCNA7	HAK6|KV1.7	9
3744	KCNA10	Kcn1|Kv1.8	14
3745	KCNB1	DEE26|DRK1|Kv2.1	86
3746	KCNC1	EPM7|KV3.1|KV4|NGK2	46
3747	KCNC2	DEE103|KV3.2	16
3748	KCNC3	KSHIIID|KV3.3|SCA13	32
3749	KCNC4	C1orf30|HKSHIIIC|KSHIIIC|KV3.4	29
3750	KCND1	KV4.1	19
3751	KCND2	KV4.2|RK5	75
3752	KCND3	BRGDA9|KCND3L|KCND3S|KSHIVB|KV4.3|SCA19|SCA22	75
3753	KCNE1	ISK|JLNS|JLNS2|LQT2/5|LQT5|MinK	235
3754	KCNF1	IK8|KCNF|KV5.1|kH1	10
3755	KCNG1	K13|KCNG|KV6.1|kH2	0
3756	KCNH1	EAG|EAG1|Kv10.1|TMBTS|ZLS1|h-eag|hEAG|hEAG1	111
3757	KCNH2	ERG-1|ERG1|H-ERG|HERG|HERG1|Kv11.1|LQT2|SQT1	669
3758	KCNJ1	KIR1.1|ROMK|ROMK1	60
3759	KCNJ2	ATFB9|HHBIRK1|HHIRK1|IRK1|KIR2.1|LQT7|SQT3	179
3760	KCNJ3	GIRK1|KGA|KIR3.1	55
3761	KCNJ4	HIR|HIRK2|HRK1|IRK-3|IRK3|Kir2.3	43
3762	KCNJ5	CIR|GIRK4|KATP1|KIR3.4|LQT13	145
3763	KCNJ6	BIR1|GIRK-2|GIRK2|KATP-2|KATP2|KCNJ7|KIR3.2|KPLBS|hiGIRK2	71
3764	KCNJ8	KIR6.1|uKATP-1	57
3765	KCNJ9	GIRK3|KIR3.3	21
3766	KCNJ10	BIRK-10|KCNJ13-PEN|KIR1.2|KIR4.1|SESAME	95
3767	KCNJ11	BIR|HHF2|IKATP|KIR6.2|MODY13|PHHI|PNDM2|TNDM3	416
3768	KCNJ12	IRK-2|IRK2|KCNJN1|Kir2.2|hIRK|hIRK1|hkir2.2x|kcnj12x	47
3769	KCNJ13	KIR1.4|KIR7.1|LCA16|SVD	37
3770	KCNJ14	IRK4|KIR2.4	15
3772	KCNJ15	IRKK|KIR1.3|KIR4.2	33
3773	KCNJ16	BIR9|HKTD|KIR5.1	35
3775	KCNK1	DPK|HOHO|K2P1|K2p1.1|KCNO1|TWIK-1|TWIK1	38
3776	KCNK2	K2p2.1|TPKC1|TREK|TREK-1|TREK1|hTREK-1c|hTREK-1e	91
3777	KCNK3	K2p3.1|OAT1|PPH4|TASK|TASK-1|TASK1|TBAK1	92
